age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,two_year_recid,juv_fel_count,juv_misd_count,juv_other_count,c_days_from_compas,length_of_stay
23,M,African-American,Less than 25,Low,Female,0,0.0,3,0,0,0,0,0.0,5.0
34,M,Caucasian,25 - 45,Low,Male,0,-1.0,4,0,0,0,0,1.0,21.0
25,F,African-American,25 - 45,Medium,Male,4,-1.0,5,1,0,0,1,1.0,789.0
33,F,Caucasian,25 - 45,Medium,Female,2,-1.0,5,1,0,0,0,1.0,1035.0
25,M,Other,25 - 45,Low,Male,1,-1.0,4,1,0,0,0,1.0,1393.0
30,M,Hispanic,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,17.0
42,M,Native American,25 - 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,74.0
29,F,Caucasian,25 - 45,High,Female,11,-3.0,10,1,0,0,0,3.0,836.0
32,F,African-American,25 - 45,Low,Female,6,-1.0,4,1,0,0,0,1.0,93.0
24,F,Other,Less than 25,Medium,Male,5,-1.0,6,0,0,0,0,1.0,25.0
52,F,African-American,Greater than 45,Low,Male,3,-1.0,1,0,0,0,0,1.0,17.0
26,M,Caucasian,25 - 45,Low,Female,3,-1.0,3,0,0,0,0,1.0,18.0
31,F,Caucasian,25 - 45,Low,Male,2,-1.0,3,1,0,0,0,1.0,22.0
38,F,Hispanic,25 - 45,Low,Male,0,0.0,1,0,0,0,0,0.0,27.0
30,F,Caucasian,25 - 45,Medium,Female,0,0.0,5,0,0,0,0,0.0,27.0
20,M,African-American,Less than 25,High,Male,0,-1.0,10,1,0,0,0,1.0,98.0
24,F,Asian,Less than 25,Low,Male,0,-1.0,3,0,0,0,0,1.0,22.0
31,F,Caucasian,25 - 45,Low,Male,0,-1.0,4,0,0,0,0,1.0,1869.0
37,M,Caucasian,25 - 45,Low,Female,1,-25.0,3,0,0,0,0,25.0,28.0
43,M,Hispanic,25 - 45,Low,Male,0,-4.0,2,1,0,0,0,4.0,5.0
49,F,Caucasian,Greater than 45,Medium,Male,8,0.0,6,1,0,0,0,0.0,95.0
33,F,African-American,25 - 45,Low,Female,1,-2.0,2,0,0,0,0,2.0,14.0
42,M,African-American,25 - 45,Low,Male,0,0.0,1,0,0,0,0,1.0,-3.0
44,F,Caucasian,25 - 45,Low,Male,0,-1.0,2,1,0,0,0,1.0,213.0
28,F,African-American,25 - 45,Medium,Male,5,-1.0,6,1,0,0,0,1.0,1231.0
32,F,African-American,25 - 45,Medium,Male,4,-1.0,6,1,0,0,0,0.0,9936.0
28,F,African-American,25 - 45,Medium,Male,7,-1.0,7,1,0,0,0,1.0,45.0
38,F,Caucasian,25 - 45,Low,Male,0,0.0,4,0,0,0,0,0.0,3793.0
38,F,African-American,25 - 45,Low,Male,3,-1.0,4,0,0,0,0,1.0,24.0
34,M,African-American,25 - 45,Low,Female,0,-1.0,3,0,0,0,0,1.0,27.0
21,F,Caucasian,Less than 25,Medium,Male,1,-1.0,6,1,0,0,0,1.0,30.0
36,F,African-American,25 - 45,High,Male,1,-1.0,8,1,0,0,0,1.0,747.0
29,M,African-American,25 - 45,Low,Male,0,-1.0,2,1,0,0,0,1.0,22.0
34,F,African-American,25 - 45,Medium,Male,3,-1.0,6,1,0,0,1,1.0,18.0
38,M,African-American,25 - 45,Low,Male,1,-1.0,2,0,0,0,0,1.0,192.0
36,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,598.0
32,M,Hispanic,25 - 45,Low,Male,0,-6.0,2,0,0,0,0,6.0,145.0
23,M,African-American,Less than 25,High,Male,0,-1.0,9,0,0,0,0,1.0,22.0
47,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,21.0
20,F,African-American,Less than 25,Low,Male,0,0.0,3,0,0,0,0,0.0,-4.0
25,F,African-American,25 - 45,High,Female,2,-1.0,8,1,0,0,0,1.0,14.0
35,M,African-American,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,2.0,23.0
28,M,Caucasian,25 - 45,Low,Female,1,-1.0,4,0,0,0,0,1.0,30.0
24,M,African-American,Less than 25,Medium,Male,2,-1.0,5,1,0,0,0,1.0,20.0
22,F,African-American,Less than 25,High,Male,0,-1.0,9,0,0,0,0,1.0,18.0
20,F,Other,Less than 25,High,Male,8,-1.0,10,1,0,8,1,1.0,25.0
40,M,Hispanic,25 - 45,Low,Male,0,0.0,1,0,0,0,0,0.0,6.0
27,F,Other,25 - 45,Low,Male,1,-1.0,4,0,0,0,0,1.0,142.0
60,F,African-American,Greater than 45,Low,Male,12,-1.0,3,0,0,0,0,1.0,26.0
33,M,African-American,25 - 45,Medium,Male,6,-1.0,5,0,0,0,0,1.0,21.0
34,M,African-American,25 - 45,Low,Male,2,-1.0,4,1,0,0,0,1.0,573.0
24,M,Caucasian,Less than 25,High,Male,4,-1.0,8,0,0,0,0,1.0,22.0
27,M,African-American,25 - 45,Low,Male,0,-1.0,2,1,0,0,0,1.0,50.0
29,F,African-American,25 - 45,High,Male,4,0.0,10,1,1,1,1,1.0,8524.0
21,F,Caucasian,Less than 25,Medium,Male,1,0.0,7,1,1,0,1,1.0,883.0
32,M,Hispanic,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,23.0
42,F,Caucasian,25 - 45,Low,Female,0,-1.0,1,1,0,0,0,1.0,21.0
32,F,African-American,25 - 45,Low,Male,1,0.0,4,0,0,0,0,0.0,-6.0
27,F,Other,25 - 45,Low,Male,0,-2.0,1,0,0,0,0,2.0,52.0
30,M,Caucasian,25 - 45,Low,Male,3,-1.0,4,0,0,0,0,1.0,15.0
22,F,African-American,Less than 25,Low,Male,1,-1.0,3,1,0,0,0,1.0,21.0
20,M,Caucasian,Less than 25,High,Male,0,-2.0,10,1,0,0,0,2.0,21.0
57,M,Caucasian,Greater than 45,Low,Male,0,0.0,2,0,0,0,0,0.0,29.0
51,F,Caucasian,Greater than 45,Low,Male,3,-1.0,1,1,0,0,0,1.0,26.0
21,F,African-American,Less than 25,Low,Male,0,-1.0,4,0,0,0,0,1.0,18.0
22,F,African-American,Less than 25,Medium,Male,0,-1.0,5,0,0,0,0,1.0,841.0
35,F,African-American,25 - 45,High,Male,4,-1.0,8,1,0,0,0,1.0,8495.0
58,F,Caucasian,Greater than 45,Low,Male,2,-9.0,3,0,0,0,0,9.0,115.0
32,F,Caucasian,25 - 45,Low,Female,0,-1.0,1,1,0,0,0,1.0,21.0
30,M,Caucasian,25 - 45,Medium,Male,9,-1.0,6,1,0,0,0,1.0,168.0
20,F,African-American,Less than 25,High,Male,0,-1.0,10,1,0,0,0,1.0,5020.0
40,M,Other,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,16.0
45,M,Caucasian,Greater than 45,Low,Female,5,-1.0,2,0,0,0,0,2.0,4.0
31,F,African-American,25 - 45,Low,Male,4,-1.0,3,1,0,0,0,1.0,22.0
23,F,Hispanic,Less than 25,High,Male,4,-27.0,9,0,0,0,0,27.0,655.0
26,M,Hispanic,25 - 45,Medium,Male,0,-1.0,5,1,0,0,0,1.0,75.0
53,M,Caucasian,Greater than 45,Low,Female,1,-1.0,3,0,0,0,0,1.0,23.0
44,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,48.0
44,M,Caucasian,25 - 45,Medium,Female,1,-6.0,5,0,0,0,0,6.0,117.0
21,F,Caucasian,Less than 25,Low,Male,0,-1.0,2,1,0,0,0,1.0,-1.0
28,M,African-American,25 - 45,Low,Male,0,0.0,1,0,0,0,0,1.0,5.0
28,M,Caucasian,25 - 45,Low,Male,2,-1.0,1,0,0,0,0,1.0,28.0
24,F,African-American,Less than 25,Low,Male,0,-1.0,3,1,0,0,0,1.0,4370.0
28,F,African-American,25 - 45,Low,Male,0,0.0,2,0,0,0,0,1.0,-4.0
53,F,Caucasian,Greater than 45,Low,Male,4,0.0,1,0,0,0,0,1.0,-1.0
47,F,Hispanic,Greater than 45,Medium,Male,1,-1.0,5,0,0,0,0,1.0,4415.0
20,F,African-American,Less than 25,Low,Male,1,-24.0,3,0,0,0,0,24.0,30.0
21,M,African-American,Less than 25,Medium,Male,0,-6.0,6,0,0,0,0,7.0,0.0
30,F,Other,25 - 45,Low,Male,1,-1.0,2,1,0,0,0,1.0,54.0
37,M,Caucasian,25 - 45,Low,Male,1,-1.0,1,1,0,0,0,1.0,15.0
60,F,Hispanic,Greater than 45,Low,Male,1,-18.0,1,0,0,0,0,18.0,433.0
26,M,Hispanic,25 - 45,Low,Male,1,-1.0,2,1,0,0,0,1.0,23.0
30,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,21.0
26,F,Caucasian,25 - 45,High,Male,2,-1.0,8,1,0,0,0,1.0,25.0
26,F,African-American,25 - 45,High,Female,5,-1.0,9,1,0,0,0,1.0,164.0
21,F,Hispanic,Less than 25,Medium,Male,0,-1.0,5,0,0,0,0,1.0,38.0
39,F,African-American,25 - 45,Low,Female,1,-1.0,2,0,0,0,0,1.0,15.0
30,F,Other,25 - 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,141.0
44,F,African-American,25 - 45,Medium,Male,2,-1.0,5,0,0,0,0,1.0,52.0
45,M,Caucasian,Greater than 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,71.0
30,F,African-American,25 - 45,Low,Male,1,-1.0,1,0,0,0,0,1.0,21.0
38,F,Asian,25 - 45,Low,Male,2,0.0,1,0,0,0,0,0.0,198.0
23,F,Caucasian,Less than 25,Medium,Male,6,-1.0,5,1,0,0,0,1.0,15.0
46,M,Asian,Greater than 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,15.0
42,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,19.0
54,M,Caucasian,Greater than 45,Low,Male,4,-1.0,2,0,0,0,0,1.0,76.0
47,F,African-American,Greater than 45,Low,Male,7,-1.0,1,1,0,0,0,1.0,28.0
26,F,Caucasian,25 - 45,Medium,Male,0,-3.0,7,1,0,0,0,3.0,44.0
29,M,Caucasian,25 - 45,High,Male,7,-1.0,10,1,0,0,0,2.0,30.0
51,F,Caucasian,Greater than 45,Low,Male,7,-1.0,1,1,0,0,0,1.0,358.0
44,M,African-American,25 - 45,Low,Male,0,0.0,1,0,0,0,0,0.0,2.0
49,M,Caucasian,Greater than 45,Medium,Male,12,-24.0,5,0,0,0,0,24.0,519.0
22,F,African-American,Less than 25,High,Male,0,-1.0,8,1,0,0,0,1.0,19.0
32,M,African-American,25 - 45,Low,Male,4,-1.0,4,1,0,0,0,1.0,28.0
27,M,African-American,25 - 45,Low,Male,0,-1.0,3,0,0,0,0,1.0,30.0
30,M,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,5.0
28,M,Hispanic,25 - 45,Medium,Male,11,0.0,7,0,0,0,0,0.0,23.0
45,M,Other,Greater than 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,27.0
51,F,Caucasian,Greater than 45,Medium,Female,5,0.0,5,0,0,0,0,0.0,786.0
27,F,African-American,25 - 45,Low,Male,4,-1.0,2,1,0,0,0,1.0,24.0
32,F,African-American,25 - 45,Medium,Male,0,-1.0,7,1,0,0,0,1.0,418.0
43,F,African-American,25 - 45,Low,Male,2,-1.0,3,0,0,0,0,1.0,143.0
37,F,Caucasian,25 - 45,Low,Male,2,-1.0,2,0,0,0,0,1.0,23.0
26,F,African-American,25 - 45,Low,Male,0,-1.0,4,1,0,0,0,1.0,28.0
26,M,African-American,25 - 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,23.0
32,F,Other,25 - 45,Low,Male,4,0.0,3,0,0,0,0,1.0,-11.0
39,F,Hispanic,25 - 45,Low,Male,3,-21.0,4,0,0,0,0,21.0,333.0
58,F,African-American,Greater than 45,Low,Female,4,-1.0,1,0,0,0,0,1.0,31.0
33,M,Other,25 - 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,21.0
22,M,Caucasian,Less than 25,Low,Female,1,-22.0,3,0,0,0,1,22.0,5.0
21,F,African-American,Less than 25,High,Male,2,-1.0,10,1,2,0,1,1.0,3362.0
31,F,Caucasian,25 - 45,Medium,Male,0,0.0,7,1,0,0,0,1.0,847.0
43,F,Caucasian,25 - 45,Low,Male,2,-10.0,1,0,0,0,0,10.0,45.0
23,M,African-American,Less than 25,Medium,Male,0,-1.0,7,0,0,0,0,1.0,21.0
25,F,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,25.0
22,F,African-American,Less than 25,High,Male,6,-1.0,9,0,0,0,0,1.0,24.0
30,F,African-American,25 - 45,Low,Male,6,-1.0,4,0,0,0,0,1.0,3207.0
25,F,African-American,25 - 45,High,Male,15,-1.0,9,1,0,3,1,1.0,48.0
20,F,African-American,Less than 25,Medium,Male,0,-1.0,7,1,0,0,1,1.0,30.0
39,F,Hispanic,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,22.0
33,F,African-American,25 - 45,Low,Male,1,-1.0,2,1,0,0,0,1.0,77.0
59,F,African-American,Greater than 45,Low,Male,1,-1.0,4,0,0,0,0,1.0,18.0
21,F,Hispanic,Less than 25,High,Male,1,-8.0,9,0,0,0,2,8.0,44.0
53,F,African-American,Greater than 45,Medium,Male,8,-1.0,6,1,0,0,0,1.0,127.0
34,M,Caucasian,25 - 45,Low,Male,2,-1.0,2,0,0,0,0,1.0,25.0
36,F,Caucasian,25 - 45,Low,Male,6,-25.0,4,0,0,0,0,26.0,6.0
23,F,African-American,Less than 25,Low,Male,0,-1.0,3,0,0,0,0,1.0,26.0
32,M,African-American,25 - 45,High,Male,2,0.0,8,0,0,0,0,0.0,2622.0
32,M,African-American,25 - 45,High,Male,11,-1.0,9,1,0,0,0,1.0,42.0
66,M,Other,Greater than 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,32.0
24,M,Caucasian,Less than 25,Medium,Female,0,-1.0,6,0,0,0,0,1.0,570.0
30,F,African-American,25 - 45,High,Male,7,-1.0,10,1,0,0,0,1.0,14470.0
28,M,African-American,25 - 45,Medium,Male,1,-1.0,7,0,0,0,0,1.0,44.0
43,F,Caucasian,25 - 45,Medium,Male,4,0.0,5,1,0,0,0,0.0,49.0
35,M,African-American,25 - 45,Low,Male,3,-1.0,2,0,0,0,0,1.0,270.0
19,F,African-American,Less than 25,High,Male,2,-21.0,8,1,3,0,0,21.0,353.0
22,M,African-American,Less than 25,Medium,Male,1,-1.0,6,1,0,0,0,1.0,98.0
29,F,African-American,25 - 45,Low,Male,0,0.0,1,0,0,0,0,1.0,10.0
23,M,African-American,Less than 25,Low,Female,0,-1.0,4,0,0,0,0,1.0,49.0
33,M,Caucasian,25 - 45,Low,Female,0,-2.0,2,0,0,0,0,3.0,23.0
35,M,African-American,25 - 45,Low,Male,1,0.0,4,0,0,0,0,1.0,-5.0
53,F,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,0,0,0,0.0,1.0
59,F,Caucasian,Greater than 45,Medium,Male,17,-25.0,6,1,0,0,0,25.0,557.0
48,M,Caucasian,Greater than 45,Low,Female,0,-1.0,1,0,0,0,0,1.0,12.0
33,F,African-American,25 - 45,Low,Female,1,-10.0,2,0,0,0,0,10.0,21.0
44,M,Caucasian,25 - 45,Low,Male,0,0.0,1,0,0,0,0,0.0,25.0
31,F,Caucasian,25 - 45,Low,Male,10,-18.0,2,1,0,0,0,18.0,43.0
28,F,African-American,25 - 45,Low,Male,2,-1.0,4,1,0,0,1,1.0,26.0
51,F,Hispanic,Greater than 45,Low,Male,1,-18.0,1,0,0,0,0,18.0,409.0
23,F,African-American,Less than 25,Medium,Male,0,0.0,7,1,0,0,0,1.0,123.0
21,F,Hispanic,Less than 25,Medium,Male,0,0.0,7,0,0,0,0,1.0,5.0
26,F,Caucasian,25 - 45,Medium,Male,0,0.0,5,0,0,0,0,0.0,0.0
22,F,African-American,Less than 25,High,Male,3,0.0,9,0,0,3,0,0.0,3.0
29,M,African-American,25 - 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,28.0
20,F,African-American,Less than 25,High,Male,2,-1.0,9,1,0,1,1,1.0,49.0
44,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,22.0
41,F,African-American,25 - 45,Medium,Male,2,-1.0,5,0,0,0,0,1.0,359.0
28,F,African-American,25 - 45,Low,Female,4,0.0,4,0,0,0,1,0.0,5.0
27,M,Caucasian,25 - 45,Medium,Male,1,-1.0,6,1,0,0,0,1.0,522.0
31,M,Caucasian,25 - 45,Low,Male,7,-1.0,3,0,0,0,0,1.0,28.0
26,F,African-American,25 - 45,Low,Male,3,-21.0,3,1,0,0,0,21.0,22.0
20,F,African-American,Less than 25,Low,Male,0,-1.0,4,0,0,0,2,1.0,26.0
55,M,Caucasian,Greater than 45,Low,Male,2,-1.0,1,1,0,0,0,1.0,17.0
36,F,African-American,25 - 45,High,Male,0,0.0,8,0,0,0,0,0.0,26.0
48,F,Other,Greater than 45,Low,Male,4,-1.0,1,1,0,0,0,1.0,98.0
22,F,Other,Less than 25,Low,Male,5,-1.0,4,1,0,0,0,1.0,58.0
23,M,African-American,Less than 25,High,Male,1,-1.0,9,0,1,0,0,1.0,120.0
34,F,African-American,25 - 45,High,Male,19,-1.0,10,1,0,2,1,1.0,113.0
59,F,Caucasian,Greater than 45,Low,Female,1,-21.0,1,0,0,0,0,21.0,121.0
37,F,Caucasian,25 - 45,Low,Male,0,-4.0,2,1,0,0,0,5.0,25.0
28,F,Caucasian,25 - 45,Low,Female,0,-1.0,4,1,0,0,0,1.0,21.0
31,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,25.0
38,F,African-American,25 - 45,High,Female,14,-1.0,10,1,0,0,0,1.0,118.0
33,F,African-American,25 - 45,Low,Male,0,-4.0,1,1,0,0,0,4.0,90.0
27,F,African-American,25 - 45,High,Male,3,-1.0,8,1,0,0,0,1.0,13.0
25,M,Caucasian,25 - 45,Low,Male,2,0.0,4,1,0,0,0,0.0,24.0
42,F,African-American,25 - 45,Low,Female,2,-1.0,2,0,0,0,0,1.0,28.0
22,F,African-American,Less than 25,High,Male,3,-1.0,8,1,0,0,0,1.0,628.0
21,F,Other,Less than 25,Medium,Male,0,-1.0,6,0,0,0,0,1.0,45.0
45,F,Caucasian,Greater than 45,Medium,Male,1,0.0,5,1,0,0,0,1.0,663.0
21,M,African-American,Less than 25,Low,Female,1,-11.0,3,1,0,0,0,11.0,47.0
52,M,Caucasian,Greater than 45,Low,Male,2,-1.0,1,0,0,0,0,41.0,31.0
29,M,Caucasian,25 - 45,Low,Male,0,-1.0,3,0,0,0,0,1.0,23.0
37,M,African-American,25 - 45,Low,Female,0,0.0,4,0,0,0,0,0.0,123.0
34,F,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,0,0,1,1.0,21.0
53,M,African-American,Greater than 45,Low,Male,0,0.0,1,1,0,0,0,1.0,33.0
30,F,African-American,25 - 45,High,Female,8,-1.0,8,1,0,0,0,1.0,35.0
35,M,Hispanic,25 - 45,Low,Male,0,-7.0,3,0,0,0,0,7.0,26.0
28,F,Caucasian,25 - 45,Low,Male,1,-1.0,4,0,0,0,0,1.0,102.0
21,F,African-American,Less than 25,High,Male,1,-1.0,8,0,0,0,0,1.0,20.0
22,F,African-American,Less than 25,Medium,Male,1,13.0,7,0,0,0,0,1.0,1046.0
42,M,Caucasian,25 - 45,Low,Male,1,-1.0,3,1,0,0,0,1.0,18.0
26,F,African-American,25 - 45,Low,Male,3,0.0,4,1,0,0,0,0.0,4.0
54,M,African-American,Greater than 45,Low,Male,9,0.0,1,0,0,0,0,3940.0,24.0
39,F,Other,25 - 45,Low,Male,1,-1.0,2,1,0,0,0,1.0,15.0
30,F,African-American,25 - 45,High,Male,20,0.0,9,1,2,0,0,0.0,7610.0
26,F,African-American,25 - 45,Medium,Female,1,-1.0,6,1,0,0,0,1.0,669.0
41,M,African-American,25 - 45,Low,Male,0,0.0,1,0,0,0,0,0.0,22.0
23,M,Caucasian,Less than 25,Medium,Male,5,0.0,5,1,1,0,1,0.0,1302.0
43,F,Caucasian,25 - 45,Low,Male,1,-1.0,2,1,0,0,0,1.0,1558.0
22,M,African-American,Less than 25,Low,Male,0,-1.0,3,1,0,0,0,2.0,14.0
27,F,Caucasian,25 - 45,Low,Female,6,-1.0,3,1,0,0,0,1.0,24.0
42,M,African-American,25 - 45,Low,Female,2,-1.0,3,0,0,0,0,1.0,833.0
25,F,African-American,25 - 45,Medium,Male,8,0.0,6,1,0,0,0,1.0,696.0
49,M,African-American,Greater than 45,Low,Male,4,0.0,2,0,0,0,0,1.0,860.0
52,F,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,0,0,0,1.0,597.0
60,F,Caucasian,Greater than 45,Low,Female,2,-1.0,1,0,0,0,0,1.0,28.0
23,M,African-American,Less than 25,Medium,Female,0,-1.0,6,0,0,0,0,1.0,25.0
30,M,African-American,25 - 45,Medium,Male,2,-1.0,7,0,0,0,0,1867.0,24.0
48,F,African-American,Greater than 45,Medium,Male,9,0.0,6,1,0,0,0,0.0,90.0
32,F,African-American,25 - 45,Medium,Male,2,0.0,7,1,0,0,0,0.0,25.0
28,F,Hispanic,25 - 45,Low,Male,3,-1.0,3,1,0,0,1,1.0,47.0
24,F,African-American,Less than 25,Medium,Male,5,-1.0,7,1,0,0,0,1.0,27.0
22,F,African-American,Less than 25,Medium,Male,3,20.0,5,1,0,0,0,21.0,5144.0
44,F,African-American,25 - 45,Low,Male,2,-1.0,2,0,0,0,0,1.0,42.0
32,F,Caucasian,25 - 45,Low,Male,3,-1.0,4,0,0,0,0,1.0,2067.0
27,M,African-American,25 - 45,Low,Female,1,-1.0,2,0,0,0,0,1.0,20.0
52,M,African-American,Greater than 45,Low,Male,15,0.0,4,1,0,0,0,0.0,22.0
61,M,Caucasian,Greater than 45,Low,Male,3,0.0,2,1,0,0,0,0.0,20.0
69,M,African-American,Greater than 45,Low,Male,3,0.0,1,0,0,0,0,0.0,5.0
51,F,Other,Greater than 45,Low,Male,2,-1.0,1,0,0,0,0,1.0,817.0
21,F,Caucasian,Less than 25,Medium,Female,1,-1.0,6,0,0,0,0,86.0,44.0
31,M,Caucasian,25 - 45,Medium,Male,2,-1.0,6,1,1,0,0,1.0,92.0
19,F,African-American,Less than 25,Low,Male,3,-1.0,4,1,0,2,0,1.0,723.0
24,M,African-American,Less than 25,High,Male,12,0.0,9,1,0,5,0,0.0,887.0
24,F,Caucasian,Less than 25,High,Male,3,-1.0,8,1,0,0,0,1.0,146.0
57,F,Hispanic,Greater than 45,Low,Male,3,-2.0,1,0,0,0,0,2.0,24.0
30,F,Caucasian,25 - 45,Medium,Male,6,-1.0,7,0,0,0,0,1.0,165.0
43,F,African-American,25 - 45,Low,Male,4,-1.0,1,1,0,0,0,0.0,44.0
24,F,African-American,Less than 25,Medium,Male,4,-1.0,7,0,0,0,1,1.0,116.0
30,M,Caucasian,25 - 45,Medium,Female,7,-18.0,7,0,0,0,0,17.0,430.0
25,F,African-American,25 - 45,High,Male,5,-1.0,9,1,0,0,0,1.0,38.0
56,F,Caucasian,Greater than 45,High,Female,1,-1.0,8,0,0,0,0,1.0,4076.0
21,F,African-American,Less than 25,High,Male,1,-8.0,8,0,0,0,0,8.0,200.0
31,F,African-American,25 - 45,High,Male,6,-1.0,10,1,3,0,0,1.0,752.0
23,F,African-American,Less than 25,High,Female,1,-1.0,9,0,0,0,0,1.0,29.0
30,F,African-American,25 - 45,High,Male,15,-1.0,10,1,1,0,2,1.0,42.0
42,M,Other,25 - 45,Low,Male,1,-13.0,1,0,0,0,0,13.0,3.0
64,F,Caucasian,Greater than 45,Low,Male,0,-1.0,3,0,0,0,0,1.0,2613.0
21,F,Caucasian,Less than 25,Medium,Female,0,-1.0,6,1,0,0,0,1.0,16.0
36,F,African-American,25 - 45,Low,Male,5,17.0,3,0,0,0,0,795.0,267.0
50,F,African-American,Greater than 45,Low,Female,1,-1.0,1,0,0,0,0,1.0,25.0
23,M,African-American,Less than 25,Low,Male,0,0.0,3,1,0,0,0,1.0,15.0
28,F,Native American,25 - 45,Low,Male,2,-1.0,3,0,0,0,0,1.0,1177.0
25,F,Caucasian,25 - 45,Medium,Female,5,-3.0,7,0,0,0,0,4.0,7.0
54,M,Caucasian,Greater than 45,Low,Male,14,-1.0,4,1,0,0,0,1.0,672.0
37,M,Other,25 - 45,Low,Male,6,-1.0,1,0,0,0,0,1.0,27.0
25,M,Caucasian,25 - 45,High,Male,5,-1.0,9,1,0,0,1,1.0,358.0
63,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,1,0,0,0,1.0,75.0
35,M,African-American,25 - 45,Medium,Male,2,-1.0,7,0,0,0,0,1.0,28.0
26,M,Hispanic,25 - 45,Low,Male,0,-1.0,1,1,0,0,0,1.0,17.0
25,M,African-American,25 - 45,High,Male,8,-1.0,10,1,0,0,0,1.0,43.0
33,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,15.0
29,F,African-American,25 - 45,Low,Male,7,-1.0,3,0,0,0,0,1.0,43.0
27,M,Hispanic,25 - 45,Low,Male,2,-1.0,4,0,0,0,0,1.0,18.0
37,M,African-American,25 - 45,High,Male,12,-1.0,9,1,1,0,1,1.0,16.0
20,M,Caucasian,Less than 25,High,Female,3,-1.0,10,1,0,2,1,1.0,18.0
32,F,African-American,25 - 45,Low,Male,1,-1.0,2,1,0,0,0,1.0,29.0
72,M,Caucasian,Greater than 45,Low,Male,1,-23.0,1,0,0,0,0,23.0,24.0
38,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,54.0
40,F,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,15.0
23,F,Caucasian,Less than 25,Low,Male,0,-1.0,3,0,0,0,0,1.0,21.0
21,F,Caucasian,Less than 25,High,Male,5,-10.0,8,1,0,0,0,10.0,40.0
27,F,Caucasian,25 - 45,Medium,Male,4,0.0,7,1,0,0,0,0.0,3.0
55,F,Caucasian,Greater than 45,Medium,Male,13,-1.0,6,1,0,0,0,1.0,19.0
41,M,Caucasian,25 - 45,Low,Female,0,-1.0,1,0,0,0,0,1.0,16.0
56,M,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,0,0,0,1.0,50.0
55,M,Caucasian,Greater than 45,Medium,Male,11,-1.0,7,0,0,0,0,338.0,1374.0
23,F,Hispanic,Less than 25,Medium,Female,0,-2.0,6,1,0,0,0,3.0,37.0
28,F,African-American,25 - 45,Low,Male,3,-1.0,2,0,0,0,0,1.0,20.0
31,F,Other,25 - 45,Low,Male,2,-1.0,2,1,0,0,0,1.0,320.0
53,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,21.0
27,F,African-American,25 - 45,Medium,Male,6,-1.0,5,1,0,0,0,1.0,240.0
22,F,Caucasian,Less than 25,Medium,Male,0,-1.0,5,1,0,0,0,1.0,23.0
22,F,African-American,Less than 25,Low,Female,0,-1.0,4,1,0,0,1,1.0,16.0
33,M,African-American,25 - 45,Medium,Male,7,-1.0,6,1,0,0,0,1.0,47.0
34,F,African-American,25 - 45,Medium,Male,15,-6.0,7,0,0,0,0,6.0,149.0
22,M,Hispanic,Less than 25,Low,Male,0,0.0,3,1,0,0,0,0.0,21.0
32,F,African-American,25 - 45,High,Male,12,-1.0,8,0,0,0,0,1.0,28.0
47,F,African-American,Greater than 45,High,Male,14,-1.0,9,1,4,0,1,1.0,15.0
24,M,Asian,Less than 25,Low,Male,0,0.0,2,0,0,0,0,1.0,4.0
25,F,African-American,25 - 45,High,Male,14,-1.0,10,1,0,4,4,1.0,1992.0
